Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
120,Drew Gooden,22,ORL,PF,79,17,27,4.7,10.5,0.445,0.1,0.5,0.214,4.6,10,0.457,0.451,2.1,3.3,0.637,2,4.5,6.5,1.1,0.8,0.9,1.6,2.5,11.6,
121,Chris Bosh,19,TOR,C,75,63,33.5,4.4,9.5,0.459,0.1,0.2,0.357,4.3,9.3,0.461,0.463,2.7,3.8,0.701,2.5,4.9,7.4,1,0.8,1.4,1.4,2.9,11.5,ROY-5
122,Maurice Taylor,27,HOU,PF,75,10,27.7,4.9,10.2,0.48,0,0,0,4.9,10.2,0.481,0.48,1.7,2.3,0.736,1.7,3.4,5.1,1.4,0.6,0.6,2,3.4,11.5,6MOY-10
123,DeShawn Stevenson,22,2TM,SF,80,78,30.6,4.7,10.9,0.432,0.2,0.9,0.268,4.5,10,0.446,0.443,1.7,2.6,0.676,1,2.7,3.7,2,0.7,0.2,1.5,1.8,11.4,
124,DeShawn Stevenson,22,UTA,SG,54,54,28,4.8,10.9,0.445,0.1,0.6,0.233,4.7,10.3,0.457,0.451,1.6,2.5,0.669,0.8,2.5,3.3,1.7,0.5,0.3,1.5,1.6,11.4,
125,DeShawn Stevenson,22,ORL,SF,26,24,35.9,4.4,11,0.404,0.5,1.6,0.293,4,9.4,0.422,0.425,1.9,2.7,0.69,1.4,3.2,4.6,2.5,0.9,0,1.5,2.1,11.2,
126,Gordan Giriček,26,2TM,SF,73,43,28,4.3,9.9,0.436,0.8,2.1,0.395,3.5,7.8,0.448,0.478,1.8,2.2,0.854,0.7,2.4,3.1,1.7,0.8,0.2,1.4,2,11.3,
127,Gordan Giriček,26,ORL,SF,48,25,29.9,3.9,8.9,0.44,1,2.4,0.407,3,6.5,0.452,0.494,1.4,1.7,0.827,0.8,2.6,3.4,1.7,0.9,0.2,1.3,2,10.2,
128,Gordan Giriček,26,UTA,SG,25,18,24.2,5.1,11.9,0.431,0.6,1.6,0.359,4.6,10.3,0.442,0.455,2.7,3.1,0.883,0.6,1.9,2.5,1.7,0.6,0.2,1.6,1.8,13.5,
129,Jason Collier,26,ATL,C,20,16,27.3,4,8.3,0.479,0.1,0.2,0.25,3.9,8.1,0.484,0.482,3.4,4.3,0.788,1.8,3.8,5.6,0.9,0.6,0.6,1.6,3.6,11.3,
130,Raja Bell,27,UTA,SG,82,4,24.6,4,9.8,0.409,0.8,2,0.373,3.3,7.8,0.418,0.447,2.4,3,0.786,0.7,2.2,2.9,1.3,0.8,0.2,1.4,3.2,11.2,6MOY-9
131,Mike Miller,23,MEM,SF,65,65,27.2,4.2,9.5,0.438,1.2,3.3,0.372,2.9,6.2,0.474,0.503,1.6,2.2,0.723,0.6,2.7,3.3,3.6,0.9,0.2,1.6,2.5,11.1,
132,Kurt Thomas,31,NYK,PF,80,75,31.9,4.9,10.4,0.473,0,0,0,4.9,10.3,0.475,0.473,1.3,1.6,0.835,1.8,6.5,8.3,1.9,0.7,1,1.7,3.7,11.1,
133,Darius Miles,22,2TM,SF,79,56,26.3,4.6,9.5,0.485,0.1,0.5,0.175,4.5,9,0.502,0.489,1.6,2.4,0.642,1.4,3.1,4.5,2.1,0.8,0.8,1.6,2.1,10.9,
134,Darius Miles,22,CLE,SF,37,16,24,3.9,8.9,0.432,0.1,0.8,0.167,3.7,8.1,0.458,0.44,1.1,1.9,0.542,1.3,3.2,4.5,2.2,0.7,0.7,1.5,2.3,8.9,
135,Darius Miles,22,POR,SF,42,40,28.4,5.3,10,0.526,0,0.2,0.2,5.2,9.8,0.534,0.528,2,2.9,0.702,1.5,3,4.6,2,1,0.8,1.8,2,12.6,
136,Kwame Brown,21,WAS,PF,74,57,30.3,3.9,8,0.489,0,0,0.5,3.9,7.9,0.489,0.49,3.1,4.5,0.683,2.4,5,7.4,1.5,0.9,0.7,1.9,1.9,10.9,
137,Joe Smith,28,MIL,PF,76,76,29.7,4.1,9.3,0.439,0,0.1,0.2,4.1,9.3,0.441,0.44,2.7,3.2,0.859,3,5.4,8.5,1,0.6,1.2,1.1,2.8,10.9,
138,Jason Williams,28,MEM,PG,72,68,29.4,4,9.9,0.407,1.7,5.1,0.33,2.4,4.8,0.487,0.491,1.1,1.4,0.837,0.3,1.7,2,6.8,1.3,0.1,1.9,1.3,10.9,
139,Brent Barry,32,SEA,SG,59,53,30.6,3.6,7.2,0.504,1.9,4.3,0.452,1.7,3,0.577,0.637,1.5,1.9,0.827,0.4,3.1,3.5,5.8,1.4,0.3,2.4,2.1,10.8,
140,Darrell Armstrong,35,NOH,PG,79,22,28.4,3.7,9.3,0.395,1.7,5.4,0.315,2,3.9,0.508,0.487,1.6,1.8,0.854,0.8,2.1,2.9,3.9,1.7,0.2,2,1.9,10.6,6MOY-13
141,Speedy Claxton,25,GSW,PG,60,29,26.6,3.7,8.7,0.427,0.1,0.4,0.182,3.7,8.4,0.438,0.431,3,3.7,0.813,0.6,2,2.6,4.5,1.6,0.2,1.7,2.4,10.6,
142,P.J. Brown,34,NOH,PF,80,80,34.4,4.2,8.9,0.476,0,0,0,4.2,8.9,0.477,0.476,2,2.3,0.854,3,5.7,8.6,1.9,1,0.9,1.3,2.5,10.5,
143,Tyronn Lue,26,ORL,PG,76,69,30.7,4.1,9.4,0.433,1.1,2.8,0.383,3,6.6,0.453,0.489,1.3,1.7,0.771,0.3,2.1,2.5,4.2,0.8,0.1,1.6,2.4,10.5,
144,Brian Skinner,27,MIL,C,56,54,28.2,4.6,9.2,0.497,0,0,,4.6,9.2,0.497,0.497,1.4,2.5,0.572,2.1,5.2,7.3,0.9,0.5,1.1,1.4,2.9,10.5,
145,Mark Blount,28,BOS,C,82,73,29.3,4.2,7.4,0.566,0,0,,4.2,7.4,0.566,0.566,1.9,2.7,0.719,2.5,4.7,7.2,0.9,1,1.3,1.8,3.1,10.3,
146,Tayshaun Prince,23,DET,SF,82,80,32.9,4.1,8.8,0.467,0.7,1.9,0.363,3.4,6.9,0.496,0.507,1.3,1.7,0.766,1.1,3.6,4.8,2.3,0.8,0.8,1.5,1.8,10.3,
147,Eric Snow,30,PHI,PG,82,82,36.2,3.6,8.7,0.413,0,0.2,0.111,3.6,8.5,0.42,0.414,3.1,3.9,0.797,0.8,2.7,3.4,6.9,1.2,0.1,2.3,2.6,10.3,
148,Rafer Alston,27,MIA,PG,82,28,31.5,3.5,9.3,0.376,2,5.3,0.371,1.5,4,0.382,0.481,1.3,1.6,0.769,0.3,2.4,2.8,4.5,1.4,0.2,1.6,2.6,10.2,6MOY-7
149,Earl Boykins,27,DEN,SG,82,3,22.5,3.9,9.3,0.419,0.7,2.1,0.322,3.2,7.3,0.447,0.455,1.7,2,0.877,0.5,1.2,1.7,3.6,0.6,0,1.2,1,10.2,6MOY-5
150,Chris Crawford,28,ATL,PF,56,25,21.6,3.8,8.4,0.448,0.8,2,0.389,3,6.4,0.466,0.495,1.8,2.1,0.866,1,2.1,3.1,0.8,0.7,0.4,1,2.3,10.2,
151,Wally Szczerbiak,26,MIN,SF,28,0,22.2,3.8,8.4,0.449,0.7,1.6,0.435,3.1,6.8,0.453,0.492,1.9,2.3,0.828,0.9,2.3,3.1,1.2,0.4,0,1,1.5,10.2,
152,Doug Christie,33,SAC,SG,82,82,33.9,3.9,8.4,0.461,0.6,1.7,0.345,3.3,6.7,0.491,0.496,1.8,2.1,0.86,0.8,3.2,4,4.2,1.8,0.5,1.9,2.3,10.1,
153,Eric Williams,31,2TM,SF,71,36,26.6,3.3,8.4,0.386,0.5,1.8,0.276,2.8,6.6,0.416,0.416,3,4,0.76,0.9,3.1,4,1.7,1,0.1,1.2,2.5,10,
154,Eric Williams,31,BOS,SF,21,0,24.4,3.7,8.4,0.435,0.5,1.5,0.344,3.1,6.9,0.455,0.466,3.7,5.2,0.716,1,3.5,4.5,1.2,1,0,1.5,2.5,11.6,
155,Eric Williams,31,CLE,SF,50,36,27.5,3.1,8.4,0.366,0.5,1.9,0.253,2.6,6.5,0.399,0.394,2.7,3.5,0.787,0.9,2.9,3.8,1.9,1,0.2,1.1,2.6,9.4,
156,Reggie Miller,38,IND,SG,80,80,28.2,3.3,7.4,0.438,1.7,4.2,0.401,1.6,3.3,0.485,0.551,1.8,2.1,0.885,0.2,2.1,2.4,3.1,0.8,0.1,0.9,1.2,10,
157,Troy Murphy,23,GSW,PF,28,0,21.8,3.8,8.7,0.44,0.2,0.6,0.294,3.6,8.1,0.451,0.451,2.1,2.9,0.75,1.7,4.5,6.2,0.7,0.4,0.6,1.2,2.1,10,
158,Vlade Divac,35,SAC,C,81,81,28.6,3.9,8.2,0.47,0,0.2,0.154,3.9,8.1,0.476,0.472,2.1,3.2,0.654,1.7,4,5.7,5.3,0.7,1,2.1,2.7,9.9,
159,Vin Baker,32,2TM,PF,54,33,24.3,3.9,8,0.481,0,0.1,0.333,3.8,7.9,0.483,0.483,2.1,2.9,0.726,2.1,3.1,5.2,1.2,0.5,0.6,1.4,3,9.8,
160,Vin Baker,32,BOS,PF,37,33,27,4.5,9,0.505,0,0,0,4.5,9,0.506,0.505,2.2,3,0.732,2.1,3.6,5.7,1.5,0.6,0.6,1.4,2.6,11.3,
161,Vin Baker,32,NYK,PF,17,0,18.4,2.4,5.8,0.404,0.1,0.1,0.5,2.3,5.7,0.402,0.409,1.9,2.6,0.711,2.1,2,4.1,0.7,0.4,0.5,1.5,3.6,6.6,
162,Brian Cardinal,26,GSW,PF,76,11,21.5,2.9,6.1,0.472,0.7,1.6,0.444,2.2,4.5,0.482,0.531,3.1,3.6,0.878,1.3,2.9,4.2,1.4,0.9,0.3,1.1,2.7,9.6,
163,Kendall Gill,35,CHI,SG,56,35,25.2,3.8,9.8,0.392,0.2,0.7,0.237,3.7,9.1,0.404,0.401,1.8,2.4,0.735,1.1,2.3,3.4,1.6,1.2,0.3,1.5,1.9,9.6,
164,Jarvis Hayes,22,WAS,SF,70,42,29.2,4,9.9,0.4,0.6,1.9,0.305,3.4,8.1,0.422,0.429,1.1,1.4,0.786,1,2.8,3.8,1.5,1,0.2,1.6,2.2,9.6,
165,Mehmet Okur,24,DET,PF,71,33,22.3,3.5,7.6,0.463,0.3,0.7,0.375,3.3,7,0.472,0.48,2.3,2.9,0.775,2.3,3.7,5.9,1,0.5,0.9,1.4,1.9,9.6,
166,Ben Wallace,29,DET,C,81,81,37.7,3.9,9.2,0.421,0,0.1,0.125,3.9,9.1,0.424,0.422,1.8,3.6,0.49,4,8.4,12.4,1.7,1.8,3,1.5,2,9.5,"MVP-7,DPOY-2,AS,NBA2"
167,Corliss Williamson,30,DET,PF,79,0,19.9,3.8,7.6,0.505,0,0,,3.8,7.6,0.505,0.505,1.8,2.5,0.731,1.1,2.1,3.2,0.7,0.4,0.3,1.4,2.6,9.5,6MOY-10
168,Juan Dixon,25,WAS,SG,71,16,20.8,3.5,9,0.388,0.8,2.8,0.298,2.6,6.2,0.428,0.434,1.6,2,0.799,0.4,1.7,2.1,1.9,1.2,0.1,1.5,1.6,9.4,
169,Marc Jackson,29,PHI,PF,22,13,27.2,3.2,7.8,0.415,0,0,0,3.2,7.7,0.418,0.415,2.9,3.7,0.79,2,3.7,5.7,0.8,0.5,0.3,1.1,2,9.4,
170,Stromile Swift,24,MEM,PF,77,10,19.8,3.5,7.4,0.469,0,0.1,0.25,3.5,7.4,0.471,0.47,2.5,3.4,0.725,1.8,3.1,4.9,0.5,0.7,1.5,1.1,2.4,9.4,
171,Lorenzen Wright,28,MEM,C,65,46,25.8,4,9,0.439,0,0.1,0,4,8.9,0.442,0.439,1.5,2,0.733,2.2,4.6,6.8,1.1,0.7,0.9,1.2,3,9.4,
172,Mike James,28,2TM,PG,81,55,27.1,3.4,8.1,0.414,1.3,3.5,0.377,2,4.6,0.441,0.495,1.3,1.6,0.811,0.3,2.5,2.9,4.2,1.2,0,1.5,1.9,9.3,
173,Mike James,28,BOS,PG,55,55,30.6,3.9,9.3,0.418,1.6,4.1,0.381,2.3,5.2,0.447,0.502,1.4,1.7,0.8,0.4,2.8,3.2,4.4,1.3,0,1.5,2.1,10.7,
174,Mike James,28,DET,PG,26,0,19.7,2.3,5.7,0.401,0.8,2.1,0.364,1.5,3.5,0.424,0.469,1,1.2,0.844,0.3,1.9,2.2,3.7,1,0,1.6,1.7,6.3,
175,Anfernee Hardaway,32,2TM,SG,76,14,27.6,3.7,8.9,0.411,0.4,1,0.38,3.3,7.9,0.415,0.433,1.5,1.8,0.804,0.9,2.9,3.8,2.3,0.9,0.3,1.4,1.9,9.2,
176,Anfernee Hardaway,32,PHO,SG,34,10,25.8,3.5,8,0.443,0.4,1,0.4,3.1,6.9,0.449,0.469,1.2,1.4,0.857,0.8,2.1,2.9,2.9,0.8,0.2,1.2,1.9,8.7,
177,Anfernee Hardaway,32,NYK,SG,42,4,29,3.8,9.7,0.39,0.4,1,0.364,3.4,8.7,0.393,0.409,1.6,2.1,0.775,1,3.5,4.5,1.9,1,0.3,1.5,1.9,9.6,
178,Caron Butler,23,MIA,SF,68,56,29.9,3.5,9.3,0.38,0.1,0.6,0.238,3.4,8.7,0.39,0.388,2,2.6,0.756,1.4,3.4,4.8,1.9,1.1,0.2,1.3,2.4,9.2,
179,Aaron McKie,31,PHI,SF,75,41,28.2,3.5,7.7,0.459,1,2.3,0.436,2.5,5.4,0.469,0.524,1.1,1.5,0.757,0.6,2.8,3.4,2.6,1.1,0.3,1.4,1.9,9.2,
180,Hedo Türkoğlu,24,SAS,SF,80,44,25.9,3.3,8.1,0.406,1.3,3,0.419,2,5.1,0.399,0.484,1.4,2,0.708,0.7,3.8,4.5,1.9,1,0.4,1.2,2.1,9.2,
181,Jiří Welsch,24,BOS,SG,81,68,26.9,3.2,7.6,0.428,0.9,2.2,0.381,2.4,5.3,0.448,0.484,1.9,2.5,0.743,0.7,2.9,3.7,2.3,1.2,0.1,1.6,2.2,9.2,
182,Dion Glover,25,2TM,SG,69,30,23.8,3.3,8.5,0.39,0.6,1.7,0.336,2.8,6.8,0.404,0.424,1.7,2.3,0.769,0.8,3,3.9,1.9,0.7,0.3,1.5,1.8,9,
183,Dion Glover,25,ATL,SG,55,26,26.6,3.7,9.5,0.391,0.7,1.9,0.343,3.1,7.6,0.403,0.426,2,2.6,0.775,1,3.3,4.3,2.1,0.7,0.3,1.5,1.9,10.1,
184,Dion Glover,25,TOR,SG,14,4,12.7,1.8,4.6,0.385,0.3,1,0.286,1.5,3.6,0.412,0.415,0.7,1,0.714,0.3,1.8,2.1,1.1,0.7,0.1,1.4,1.2,4.6,
185,Antonio Davis,35,2TM,C,80,79,32.1,3.3,8.3,0.403,0,0,,3.3,8.3,0.403,0.403,2.2,2.9,0.765,2.6,5.8,8.4,1.7,0.5,0.8,1.4,2.6,8.9,
186,Antonio Davis,35,TOR,C,15,15,35.9,3.1,8,0.383,0,0,,3.1,8,0.383,0.383,2.5,3.3,0.755,3.3,6.3,9.5,0.9,0.5,0.5,1.4,3,8.6,
187,Antonio Davis,35,CHI,C,65,64,31.3,3.4,8.3,0.407,0,0,,3.4,8.3,0.407,0.407,2.1,2.8,0.768,2.4,5.7,8.1,1.9,0.4,0.9,1.4,2.5,8.9,
188,Etan Thomas,25,WAS,C,79,15,24.1,3.3,6.7,0.489,0,0,,3.3,6.7,0.489,0.489,2.4,3.7,0.647,2.3,4.4,6.7,0.9,0.5,1.6,1.4,2.8,8.9,
189,Alvin Williams,29,TOR,SG,56,54,30.9,3.6,8.9,0.405,0.5,1.6,0.292,3.1,7.3,0.43,0.431,1.2,1.5,0.776,0.3,2.4,2.7,4,1,0.2,1.4,2,8.8,
190,Brian Grant,31,MIA,C,76,76,30.3,3.8,8.1,0.471,0,0,0,3.8,8.1,0.472,0.471,1.1,1.4,0.782,2.3,4.6,6.9,0.9,0.7,0.5,1.1,3.3,8.7,
191,Rasho Nesterović,27,SAS,C,82,82,28.7,4,8.5,0.469,0,0,,4,8.5,0.469,0.469,0.7,1.4,0.474,3.1,4.6,7.7,1.4,0.6,2,1.3,3,8.7,
192,Marcus Camby,29,DEN,C,72,72,30,3.6,7.6,0.477,0,0,0,3.6,7.6,0.479,0.477,1.4,1.9,0.721,2.9,7.2,10.1,1.8,1.2,2.6,1.4,3.3,8.6,
193,Josh Howard,23,DAL,SF,67,29,23.7,3.4,7.9,0.43,0.3,1,0.303,3.1,7,0.448,0.449,1.4,2.1,0.703,2.2,3.3,5.5,1.4,1,0.8,1,2.5,8.6,
194,Chris Wilcox,21,LAC,C,65,17,20.6,3.5,6.7,0.521,0,0,0,3.5,6.7,0.522,0.521,1.6,2.3,0.7,1.9,2.8,4.7,0.8,0.4,0.3,1.2,2.8,8.6,
195,Shane Battier,25,MEM,SF,79,1,24.6,3.1,6.9,0.446,0.8,2.4,0.349,2.2,4.5,0.496,0.506,1.5,2.1,0.732,1.3,2.5,3.8,1.3,1.3,0.7,0.7,2.4,8.5,6MOY-8
196,Marquis Daniels,23,DAL,SG,56,15,18.6,3.6,7.3,0.494,0.2,0.6,0.306,3.4,6.7,0.512,0.507,1.1,1.4,0.769,1.2,1.4,2.6,2.1,0.9,0.2,0.8,0.9,8.5,ROY-6
197,Marko Jarić,25,LAC,PG,58,50,30.3,3.2,8.2,0.388,0.9,2.6,0.34,2.3,5.6,0.41,0.441,1.3,1.7,0.733,0.8,2.3,3,4.8,1.6,0.3,2,2.3,8.5,
198,Chucky Atkins,29,2TM,PG,64,24,24.1,3,7.6,0.397,1.3,3.8,0.336,1.7,3.8,0.457,0.48,1.1,1.5,0.753,0.1,1.3,1.5,3.5,0.7,0,1.4,1.6,8.4,
199,Chucky Atkins,29,DET,PG,40,0,18.8,2.2,5.9,0.374,1.1,3.3,0.323,1.2,2.6,0.438,0.464,0.8,1.1,0.721,0.2,1.1,1.2,2.4,0.5,0,1.2,1.5,6.2,
200,Chucky Atkins,29,BOS,PG,24,24,33,4.3,10.4,0.418,1.6,4.6,0.351,2.7,5.8,0.471,0.496,1.8,2.3,0.778,0.1,1.8,1.9,5.3,1.1,0,1.8,1.8,12,
201,Toni Kukoč,35,MIL,PF,73,0,20.8,2.9,6.9,0.417,0.7,2.3,0.292,2.2,4.6,0.479,0.465,2,2.7,0.729,0.8,2.9,3.7,2.7,0.8,0.3,1.5,1.5,8.4,
202,Stanislav Medvedenko,24,LAL,PF,68,38,21.2,3.5,7.9,0.441,0,0,0,3.5,7.9,0.444,0.441,1.3,1.7,0.767,2.2,2.9,5,0.8,0.6,0.3,0.9,2.8,8.3,
203,Morris Peterson,26,TOR,SF,82,29,26.2,2.9,7.2,0.405,1.5,4.1,0.371,1.4,3,0.453,0.513,0.9,1.1,0.809,0.4,2.8,3.2,1.4,1.1,0.2,0.8,2.5,8.3,
204,Jamaal Tinsley,25,IND,PG,52,43,26.5,2.9,7.1,0.414,1.5,4,0.372,1.5,3.1,0.466,0.518,0.9,1.3,0.731,0.5,2.1,2.6,5.8,1.6,0.3,2.1,2.5,8.3,
205,Derrick Coleman,36,PHI,C,34,30,24.8,3.1,7.6,0.413,0.2,1.1,0.222,2.9,6.6,0.444,0.429,1.4,1.9,0.754,1.3,4.3,5.6,1.4,0.7,0.8,1.7,2.3,8,
206,Samuel Dalembert,22,PHI,C,82,53,26.8,3.3,6.1,0.541,0,0,0,3.3,6.1,0.542,0.541,1.4,2.1,0.644,2.4,5.3,7.6,0.3,0.5,2.3,1,3.3,8,
207,Antonio Daniels,28,SEA,PG,71,32,21.3,2.6,5.6,0.47,0.6,1.6,0.362,2,4,0.514,0.523,2.2,2.6,0.842,0.3,1.7,2,4.2,0.6,0.1,0.9,0.9,8,
208,Alonzo Mourning,33,NJN,C,12,0,17.9,2.8,5.9,0.465,0,0,,2.8,5.9,0.465,0.465,2.5,2.8,0.882,0.7,1.6,2.3,0.7,0.2,0.5,0.8,2.7,8,
209,Theo Ratliff,30,2TM,C,85,83,31.3,3.1,6.5,0.485,0,0,,3.1,6.5,0.485,0.485,1.6,2.6,0.645,2.3,4.9,7.2,0.8,0.6,3.6,1.4,3.5,7.9,DPOY-3
210,Theo Ratliff,30,ATL,C,53,52,31.1,3.2,7,0.458,0,0,,3.2,7,0.458,0.458,1.8,2.8,0.653,2,5.2,7.2,1,0.6,3.1,1.6,3.6,8.3,
211,Theo Ratliff,30,POR,C,32,31,31.8,3,5.5,0.54,0,0,,3,5.5,0.54,0.54,1.4,2.2,0.629,2.8,4.5,7.3,0.6,0.8,4.4,1.1,3.5,7.3,
212,Shandon Anderson,30,NYK,SG,80,37,24.7,3,7.1,0.422,0.5,1.6,0.281,2.5,5.5,0.463,0.454,1.5,2,0.764,0.7,2.1,2.8,1.5,0.9,0.2,1.5,2.3,7.9,
213,Leandro Barbosa,21,PHO,PG,70,46,21.4,3,6.7,0.447,1.2,3,0.395,1.8,3.7,0.488,0.535,0.7,0.9,0.77,0.3,1.4,1.8,2.4,1.3,0.1,1.7,2.6,7.9,
214,Walter McCarty,29,BOS,PF,77,23,24.7,2.6,6.8,0.388,1.8,4.8,0.374,0.9,2,0.42,0.519,0.8,1.1,0.756,0.4,2.7,3.1,1.6,0.9,0.3,1.2,2.3,7.9,
215,Malik Rose,29,SAS,PF,67,13,18.7,2.6,6,0.428,0,0,0,2.6,6,0.431,0.428,2.7,3.4,0.813,1.6,3.1,4.8,1,0.5,0.4,1.7,2.4,7.9,
216,Marcus Fizer,25,CHI,SF,46,2,16,2.9,7.6,0.383,0,0.4,0.118,2.9,7.2,0.396,0.386,2,2.6,0.75,1.3,3.1,4.4,0.9,0.3,0.2,1.1,2.1,7.8,
217,Raef LaFrentz,27,BOS,C,17,1,19.3,3.4,7.3,0.46,0.5,2.4,0.2,2.9,4.9,0.583,0.492,0.6,0.8,0.769,1.8,2.9,4.6,1.4,0.5,0.8,0.6,2.8,7.8,
218,Rodney Rogers,32,NJN,PF,69,15,20.4,3,7.3,0.41,0.7,2.2,0.329,2.3,5.1,0.445,0.459,1.1,1.4,0.765,1.4,3,4.4,2,0.9,0.4,1.4,2.7,7.8,
219,Bobby Simmons,23,LAC,SF,56,8,24.6,2.6,6.7,0.394,0,0.2,0.167,2.6,6.4,0.402,0.397,2.5,3,0.834,2.1,2.6,4.7,1.7,0.9,0.3,1.3,3,7.8,
220,Calbert Cheaney,32,GSW,SF,79,7,26.2,3.5,7.3,0.481,0,0.1,0,3.5,7.2,0.489,0.481,0.6,1,0.61,1,2.3,3.3,1.7,0.8,0.2,1.1,2.3,7.6,
221,Bob Sura,30,2TM,SG,80,18,20.8,2.5,6.1,0.416,0.3,1,0.266,2.3,5.1,0.446,0.438,2.1,2.8,0.757,1.3,2.8,4.1,2.9,0.8,0.2,1.3,2,7.5,
222,Bob Sura,30,DET,SG,53,0,13.3,1.3,3.3,0.41,0.2,0.7,0.25,1.2,2.6,0.453,0.436,0.9,1.3,0.696,0.6,1.4,1.9,1.7,0.7,0.2,0.7,1.6,3.8,
223,Bob Sura,30,ATL,SG,27,18,35.4,4.9,11.6,0.42,0.4,1.6,0.279,4.4,10,0.442,0.439,4.6,5.8,0.783,2.6,5.7,8.3,5.3,0.9,0.2,2.4,2.7,14.7,
224,Troy Hudson,27,MIN,PG,29,1,17.3,2.8,7.1,0.386,1.1,2.7,0.403,1.7,4.5,0.377,0.461,0.9,1.1,0.818,0.1,1.1,1.2,2.4,0.2,0,1.2,1.1,7.5,
225,Rodney White,23,DEN,SF,72,0,13.7,3,6.5,0.459,0.5,1.2,0.379,2.5,5.3,0.478,0.495,1.1,1.4,0.75,0.6,1.7,2.3,0.8,0.4,0.3,1.1,1.5,7.5,
226,Nazr Mohammed,26,2TM,C,80,24,20.1,3.1,5.9,0.521,0,0,,3.1,5.9,0.521,0.521,1.3,2.1,0.592,2.2,3.7,5.9,0.5,0.7,0.7,1.2,2.4,7.4,
227,Nazr Mohammed,26,ATL,C,53,1,17.7,2.6,5.3,0.493,0,0,,2.6,5.3,0.493,0.493,1.3,2.1,0.627,1.9,3.1,5,0.4,0.4,0.5,1,2.1,6.5,
228,Nazr Mohammed,26,NYK,C,27,23,24.9,4,7.1,0.563,0,0,,4,7.1,0.563,0.563,1.1,2.2,0.525,2.9,4.8,7.7,0.6,1.2,0.9,1.5,3,9.1,
229,Devean George,26,LAL,SF,82,48,23.8,2.8,7,0.408,0.8,2.3,0.349,2,4.7,0.436,0.465,0.9,1.2,0.76,1.1,3,4,1.4,1,0.5,1.1,2.3,7.4,
230,Udonis Haslem,23,MIA,PF,75,24,23.9,2.7,6,0.459,0,0,0,2.7,5.9,0.462,0.459,1.9,2.4,0.765,2.5,3.8,6.3,0.7,0.4,0.3,1,2.6,7.3,
231,Derek Fisher,29,LAL,SG,82,3,21.6,2.5,7,0.352,0.6,2.2,0.291,1.8,4.8,0.38,0.398,1.5,1.9,0.797,0.4,1.5,1.9,2.3,1.3,0,1,1.4,7.1,
232,T.J. Ford,20,MIL,PG,55,55,26.8,2.8,7.2,0.384,0.1,0.4,0.238,2.7,6.9,0.393,0.391,1.5,1.8,0.816,0.7,2.5,3.2,6.5,1.1,0.1,2.5,2.2,7.1,
233,Vitaly Potapenko,28,SEA,C,65,39,21.8,3.1,6.3,0.489,0,0,,3.1,6.3,0.489,0.489,0.9,1.4,0.641,1.6,2.9,4.4,0.8,0.3,0.4,1.2,2.5,7.1,
234,Jonathan Bender,23,IND,SF,21,0,12.9,2.4,5,0.472,0.4,1,0.409,2,4,0.488,0.514,1.9,2.2,0.83,0.4,1.5,1.9,0.4,0.2,0.5,1.6,1.1,7,
235,Brendan Haywood,24,WAS,C,77,59,19.3,2.6,5,0.515,0,0,0,2.6,5,0.517,0.515,1.8,3,0.585,2.4,2.6,5,0.6,0.4,1.3,1,2,7,
236,Damon Jones,27,MIL,PG,82,26,24.6,2.6,6.4,0.401,1.2,3.3,0.359,1.4,3.1,0.446,0.494,0.7,0.9,0.764,0.2,1.9,2.1,5.8,0.4,0,1.3,1.1,7,
237,Raül López,23,UTA,PG,82,11,19.7,2.7,6.3,0.431,0.3,1,0.294,2.4,5.3,0.458,0.456,1.2,1.4,0.863,0.3,1.6,1.9,3.7,0.8,0,2.1,2.4,7,
238,Antonio McDyess,29,2TM,PF,42,20,22.1,3,6.4,0.47,0,0,,3,6.4,0.47,0.47,0.9,1.6,0.551,1.7,4.5,6.1,0.9,0.9,0.6,1.4,2.8,6.9,
239,Antonio McDyess,29,NYK,PF,18,6,23.4,3.6,7.9,0.458,0,0,,3.6,7.9,0.458,0.458,1.2,2.1,0.579,1.7,4.9,6.6,1.1,0.7,0.6,1.5,2.6,8.4,
240,Antonio McDyess,29,PHO,PF,24,14,21.1,2.5,5.3,0.484,0,0,,2.5,5.3,0.484,0.484,0.7,1.3,0.516,1.6,4.1,5.8,0.7,1,0.5,1.3,3,5.8,
241,Howard Eisley,31,2TM,PG,67,23,21.7,2.5,6.7,0.368,0.8,2.4,0.319,1.7,4.3,0.396,0.426,1.1,1.3,0.854,0.3,1.6,1.9,4.1,0.8,0.1,1.5,2,6.9,
242,Howard Eisley,31,NYK,PG,33,23,22.1,2.4,6.1,0.396,0.8,2.6,0.329,1.6,3.5,0.444,0.465,1,1.1,0.889,0.2,1.8,2,4.7,0.9,0.1,1.5,2.6,6.7,
243,Howard Eisley,31,PHO,PG,34,0,21.4,2.5,7.3,0.345,0.7,2.3,0.308,1.8,5,0.363,0.394,1.3,1.6,0.83,0.4,1.5,1.9,3.4,0.8,0.1,1.4,1.5,7.1,
