Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Natasha Howard,MIN,F,34,495,34,1,495,93,162,0.574,1,5,0.2,92,157,0.586,42,62,0.677,41,121,28,23,27,37,99,229
Briann January,IND,G,29,816,29,27,816,87,217,0.401,29,74,0.392,58,143,0.406,77,88,0.875,18,52,136,36,3,51,79,280
Moriah Jefferson,SAS,G,34,1034,34,34,1034,185,434,0.426,33,88,0.375,152,346,0.439,69,89,0.775,15,73,142,55,4,59,71,472
Glory Johnson,DAL,F,18,502,18,6,502,72,163,0.442,4,14,0.286,68,149,0.456,55,73,0.753,48,161,23,17,11,26,39,203
Shenise Johnson,IND,G,29,651,29,10,651,98,239,0.41,28,78,0.359,70,161,0.435,60,64,0.938,27,102,60,35,10,48,52,284
Jonquel Jones,CON,C,34,479,34,6,479,85,160,0.531,11,33,0.333,74,127,0.583,51,69,0.739,61,126,22,22,38,25,72,232
Brianna Kiesel,DAL,G,14,103,14,0,103,4,23,0.174,1,6,0.167,3,17,0.176,3,4,0.75,1,6,18,5,0,10,15,12
Lynetta Kizer,IND,F,33,569,33,12,569,139,250,0.556,0,1,0,139,249,0.558,40,50,0.8,35,106,20,25,10,35,81,318
Betnijah Laney-Hamilton,CHI,G-F,8,42,8,1,42,2,12,0.167,0,1,0,2,11,0.182,4,4,1,1,5,1,1,0,2,6,8
Crystal Langhorne,SEA,F-C,33,843,33,33,843,126,200,0.63,1,1,1,125,199,0.628,60,79,0.759,43,182,47,23,10,52,61,313
Erlana Larkins,IND,F,33,880,33,33,880,106,166,0.639,0,0,,106,166,0.639,61,69,0.884,76,244,68,30,15,54,80,273
Ivory Latta,WAS,G,22,458,22,2,458,55,166,0.331,32,105,0.305,23,61,0.377,40,44,0.909,9,37,42,8,1,31,34,182
Jantel Lavender,LAS,F,34,659,34,0,659,150,279,0.538,0,1,0,150,278,0.54,28,41,0.683,37,124,44,10,17,40,42,328
Camille Smith,CON,F,33,812,33,29,812,96,250,0.384,29,90,0.322,67,160,0.419,36,57,0.632,25,98,66,38,9,56,92,257
Jewell Loyd,SEA,G,34,1075,34,34,1075,195,452,0.431,40,132,0.303,155,320,0.484,131,147,0.891,33,117,115,42,10,76,58,561
Maggie Lucas,IND,G,4,55,4,0,55,11,21,0.524,2,10,0.2,9,11,0.818,7,7,1,1,8,3,2,0,5,8,31
Sancho Lyttle,ATL,F,19,571,19,18,571,62,149,0.416,2,9,0.222,60,140,0.429,19,25,0.76,42,149,35,39,19,23,43,145
Ally Malott,WAS,F,23,179,23,0,179,15,49,0.306,10,32,0.313,5,17,0.294,9,11,0.818,6,26,10,6,3,12,13,49
Kayla McBride,SAS,G,17,523,17,17,523,102,278,0.367,29,95,0.305,73,183,0.399,58,68,0.853,13,68,33,18,2,34,22,291
Janel McCarville,MIN,F-C,33,417,33,0,417,48,105,0.457,2,11,0.182,46,94,0.489,12,20,0.6,22,84,53,21,11,23,52,110
Angel McCoughtry,ATL,F-G,33,989,33,32,989,223,514,0.434,26,86,0.302,197,428,0.46,171,217,0.788,37,187,92,52,23,96,79,643
Emma Meesseman,WAS,F,34,996,34,34,996,210,394,0.533,30,67,0.448,180,327,0.55,68,85,0.8,67,191,77,41,25,44,88,518
Leilani Mitchell,WAS,G,10,161,10,0,161,20,46,0.435,11,31,0.355,9,15,0.6,8,10,0.8,3,17,19,1,0,13,17,59
Tiffany Mitchell,IND,G,34,681,34,8,681,87,241,0.361,25,85,0.294,62,156,0.397,92,101,0.911,15,58,48,30,3,55,85,291
Alex Montgomery,SAS,G-F,25,357,25,7,357,35,98,0.357,10,32,0.313,25,66,0.379,9,12,0.75,15,53,39,10,4,20,37,89
Renee Montgomery,MIN,G,34,656,34,2,656,87,219,0.397,27,84,0.321,60,135,0.444,53,64,0.828,6,31,94,33,2,59,47,254
Maya Moore,MIN,F,34,1009,34,34,1009,223,498,0.448,65,161,0.404,158,337,0.469,145,167,0.868,43,175,142,53,25,79,88,656
Brene Moseley,IND,G,8,77,8,0,77,6,23,0.261,1,5,0.2,5,18,0.278,2,5,0.4,1,3,9,4,0,16,6,15
Kaleena Mosqueda-Lewis,SEA,F,32,395,32,0,395,59,151,0.391,35,99,0.354,24,52,0.462,14,18,0.778,8,26,26,5,2,26,47,167
Astou Ndour-Fall,SAS,C-F,30,446,30,9,446,65,164,0.396,21,61,0.344,44,103,0.427,29,35,0.829,25,95,12,13,26,16,48,180
Chiney Ogwumike,CON,F-C,33,801,33,18,801,158,269,0.587,0,0,,158,269,0.587,100,139,0.719,88,221,22,33,33,48,120,416
Nneka Ogwumike,LAS,F,33,1043,33,33,1043,244,367,0.665,16,26,0.615,228,341,0.669,146,168,0.869,77,299,101,42,39,70,113,650
Jenna O'Hea,SEA,F,22,252,22,2,252,23,66,0.348,12,38,0.316,11,28,0.393,9,10,0.9,8,28,19,8,3,15,17,67
Courtney Paris,DAL,C,34,827,34,32,827,119,217,0.548,0,1,0,119,216,0.551,25,45,0.556,94,271,38,14,29,27,111,263
Candace Parker,LAS,F-C,34,1046,34,34,1046,190,430,0.442,42,110,0.382,148,320,0.463,99,140,0.707,33,250,166,47,33,98,74,521
Cheyenne Parker-Tyus,CHI,F,25,315,25,7,315,42,83,0.506,0,1,0,42,82,0.512,17,32,0.531,35,81,6,12,5,19,42,101
Jia Perkins,MIN,G,34,705,34,5,705,83,227,0.366,13,57,0.228,70,170,0.412,40,48,0.833,21,90,45,31,7,23,47,219
Devereaux Peters,IND,F,30,440,30,0,440,73,133,0.549,1,3,0.333,72,130,0.554,10,18,0.556,20,91,22,12,18,18,60,157
Haley Peters,SAS,F,34,594,34,0,594,75,215,0.349,18,72,0.25,57,143,0.399,28,37,0.757,16,78,27,12,7,28,64,196
Sonja Petrovic,PHO,F,31,459,31,13,459,51,121,0.421,11,32,0.344,40,89,0.449,45,47,0.957,25,69,20,18,7,30,68,158
Erin Phillips,DAL,G,32,466,32,12,466,49,112,0.438,23,60,0.383,26,52,0.5,29,32,0.906,15,37,38,5,3,25,32,150
Plenette Pierson,DAL,F,27,718,27,27,718,116,300,0.387,30,89,0.337,86,211,0.408,58,70,0.829,36,123,53,22,10,48,96,320
Theresa Plaisance,DAL,F,27,320,27,1,320,43,108,0.398,15,45,0.333,28,63,0.444,7,11,0.636,22,67,8,7,11,19,61,108
Jeanette Pohlen-Mavunga,IND,G,12,49,12,0,49,6,11,0.545,3,6,0.5,3,5,0.6,1,1,1,0,1,5,0,0,2,5,16
Cappie Pondexter,CHI,G,33,905,33,29,905,163,380,0.429,17,47,0.362,146,333,0.438,82,93,0.882,13,94,90,31,3,48,56,425
Aerial Powers,DAL,G,32,614,32,2,614,100,254,0.394,32,87,0.368,68,167,0.407,101,121,0.835,27,87,35,33,7,51,74,333
Epiphanny Prince,NYL,G,6,83,6,0,83,10,25,0.4,4,11,0.364,6,14,0.429,7,7,1,1,9,4,2,0,2,8,31
LaToya Sanders,WAS,F-C,4,69,4,0,69,9,18,0.5,0,0,,9,18,0.5,11,13,0.846,4,12,1,3,10,3,12,29
Allie Quigley,CHI,G,34,604,34,0,604,129,274,0.471,30,82,0.366,99,192,0.516,34,38,0.895,4,29,56,17,5,37,35,322
Sugar Rodgers,NYL,G,33,1008,33,33,1008,156,385,0.405,86,208,0.413,70,177,0.395,80,95,0.842,14,121,79,35,15,59,87,478
Tierra Ruffin-Pratt,WAS,G,32,781,32,31,781,73,198,0.369,16,50,0.32,57,148,0.385,71,95,0.747,36,144,84,32,8,49,79,233
Shoni Schimmel,NYL,G,17,77,17,0,77,11,20,0.55,9,16,0.563,2,4,0.5,4,5,0.8,0,8,10,3,1,7,4,35
Meighan Simmons,ATL,G,25,148,25,0,148,26,90,0.289,16,56,0.286,10,34,0.294,10,12,0.833,1,10,8,2,3,10,17,78
Odyssey Sims,DAL,G,34,1074,34,30,1074,153,433,0.353,42,150,0.28,111,283,0.392,128,145,0.883,20,86,131,37,7,86,78,476
Breanna Stewart,SEA,F,34,1179,34,34,1179,208,455,0.457,45,133,0.338,163,322,0.506,160,192,0.833,40,317,114,42,64,81,82,621
Kiah Stokes,NYL,C,27,650,27,0,650,75,117,0.641,0,0,,75,117,0.641,37,59,0.627,63,201,20,18,38,30,77,187
Shekinna Stricklen,CON,F,28,306,28,0,306,38,104,0.365,27,77,0.351,11,27,0.407,9,14,0.643,9,38,15,12,2,4,20,112
Carolyn Swords,NYL,C,34,596,34,34,596,76,133,0.571,0,0,,76,133,0.571,24,35,0.686,55,157,23,7,21,33,73,176
Diana Taurasi,PHO,G,33,984,33,33,984,180,455,0.396,89,254,0.35,91,201,0.453,140,154,0.909,6,99,128,31,4,86,99,589
Asia Taylor,CON,F,4,17,4,0,17,3,5,0.6,0,0,,3,5,0.6,6,7,0.857,2,4,3,0,0,1,3,12
Penny Taylor,PHO,F,25,643,25,25,643,102,209,0.488,40,101,0.396,62,108,0.574,68,75,0.907,10,94,89,38,11,42,53,312
Alyssa Thomas,CON,F,31,840,31,31,840,130,267,0.487,0,0,,130,267,0.487,83,131,0.634,62,187,70,44,6,75,81,343
Jasmine Thomas,CON,G,34,1091,34,34,1091,150,368,0.408,30,101,0.297,120,267,0.449,68,79,0.861,25,140,172,43,12,86,88,398
Krystal Thomas,SEA,C,19,177,19,0,177,11,19,0.579,0,0,,11,19,0.579,5,7,0.714,19,43,2,4,13,9,39,27
Ramu Tokashiki,SEA,F,31,404,31,1,404,60,127,0.472,0,1,0,60,126,0.476,45,55,0.818,28,76,9,15,4,25,83,165
Kristi Toliver,LAS,G,33,1060,33,33,1060,142,333,0.426,81,191,0.424,61,142,0.43,72,81,0.889,12,85,122,28,2,45,58,437
Morgan Tuck,CON,F,26,433,26,3,433,67,162,0.414,17,56,0.304,50,106,0.472,32,45,0.711,23,74,29,10,2,25,25,183
Courtney Vandersloot,CHI,G,30,728,30,21,728,96,229,0.419,26,74,0.351,70,155,0.452,66,73,0.904,13,80,141,41,4,47,60,284
Kia Vaughn,WAS,C,34,672,34,4,672,97,193,0.503,0,0,,97,193,0.503,21,28,0.75,41,147,21,20,18,32,49,215
Ann Wauters,LAS,C,21,97,21,1,97,12,22,0.545,0,0,,12,22,0.545,6,8,0.75,4,23,9,4,2,7,12,30
Jamie Weisner,WAS,G,7,25,7,0,25,4,9,0.444,2,4,0.5,2,5,0.4,2,2,1,1,3,2,0,0,3,5,12
Lindsay Whalen*,MIN,G,32,786,32,32,786,123,240,0.513,3,11,0.273,120,229,0.524,66,74,0.892,15,83,123,19,0,46,50,315
Erica Wheeler,IND,G,34,811,34,25,811,114,273,0.418,17,57,0.298,97,216,0.449,40,48,0.833,18,72,95,23,1,68,88,285
Elizabeth Williams,ATL,C-F,34,1179,34,34,1179,157,355,0.442,0,1,0,157,354,0.444,92,133,0.692,106,276,42,26,79,42,105,406
Monica Wright,SEA,G,16,98,16,0,98,8,26,0.308,1,10,0.1,7,16,0.438,3,5,0.6,1,8,11,7,1,14,15,20
Tanisha Wright,NYL,G,29,668,29,28,668,79,197,0.401,4,17,0.235,75,180,0.417,33,46,0.717,23,67,104,26,5,67,69,195
Marta Xargay,PHO,G,15,296,15,6,296,30,75,0.4,13,39,0.333,17,36,0.472,12,17,0.706,10,26,41,17,3,27,55,85
Tamera Young,CHI,F,32,824,32,20,824,112,249,0.45,0,2,0,112,247,0.453,49,62,0.79,44,145,46,24,4,35,84,273
Amanda Zahui B.,NYL,C,33,374,33,1,374,57,127,0.449,3,16,0.188,54,111,0.486,48,61,0.787,42,104,12,11,22,37,69,165
Shavonte Zellous,NYL,G,33,770,33,1,770,91,226,0.403,5,26,0.192,86,200,0.43,103,121,0.851,18,81,73,29,6,44,64,290
Kelsey Bone,TOT,C,34,528,34,13,528,87,208,0.418,4,17,0.235,83,191,0.435,31,46,0.674,33,125,29,13,4,51,77,209
Blake Dietrick,TOT,G,3,14,3,0,14,1,2,0.5,0,1,0,1,1,1,2,2,1,0,3,0,0,0,1,1,4
Markeisha Gatling,TOT,C,27,232,27,2,232,26,55,0.473,0,0,,26,55,0.473,15,16,0.938,21,47,8,5,8,20,50,67
Lindsey Harding,TOT,G,26,443,26,3,443,38,106,0.358,2,8,0.25,36,98,0.367,22,25,0.88,4,50,62,12,2,25,34,100
Whitney Knight,TOT,G,10,38,10,0,38,2,15,0.133,2,11,0.182,0,4,0,0,0,,1,5,2,2,2,2,5,6
Noelle Quinn,TOT,G,33,407,33,0,407,22,81,0.272,2,22,0.091,20,59,0.339,11,12,0.917,2,47,50,14,5,29,36,57
Avery Warley-Talbert,TOT,C,3,15,3,0,15,0,3,0,0,0,,0,3,0,0,0,,1,3,1,0,1,1,2,0
Courtney Williams,TOT,G,25,351,25,0,351,68,166,0.41,8,27,0.296,60,139,0.432,12,21,0.571,28,76,30,12,3,21,30,156
Kelsey Bone,CON,C,14,334,14,13,334,61,141,0.433,4,15,0.267,57,126,0.452,24,36,0.667,18,76,18,10,3,26,43,150
Blake Dietrick,SEA,G,2,6,2,0,6,0,0,,0,0,,0,0,,2,2,1,0,0,0,0,0,1,1,2
Markeisha Gatling,SEA,C,11,64,11,0,64,9,17,0.529,0,0,,9,17,0.529,7,7,1,5,9,1,1,3,10,19,25
Lindsey Harding,NYL,G,5,114,5,3,114,8,25,0.32,0,3,0,8,22,0.364,2,2,1,1,14,18,1,0,6,10,18
Whitney Knight,LAS,G,7,27,7,0,27,2,10,0.2,2,7,0.286,0,3,0,0,0,,1,3,1,2,2,2,3,6
Noelle Quinn,PHO,G,13,129,13,0,129,7,29,0.241,1,10,0.1,6,19,0.316,6,7,0.857,1,12,18,5,3,10,20,21
Avery Warley-Talbert,ATL,C,1,4,1,0,4,0,2,0,0,0,,0,2,0,0,0,,0,1,0,0,0,1,2,0
Courtney Williams,PHO,G,6,25,6,0,25,1,9,0.111,0,1,0,1,8,0.125,1,2,0.5,1,7,2,0,0,2,1,3
Kelsey Bone,PHO,C,20,194,20,0,194,26,67,0.388,0,2,0,26,65,0.4,7,10,0.7,15,49,11,3,1,25,34,59
Blake Dietrick,SAS,G,1,8,1,0,8,1,2,0.5,0,1,0,1,1,1,0,0,,0,3,0,0,0,0,0,2
Markeisha Gatling,ATL,C,16,168,16,2,168,17,38,0.447,0,0,,17,38,0.447,8,9,0.889,16,38,7,4,5,10,31,42
Lindsey Harding,PHO,G,21,329,21,0,329,30,81,0.37,2,5,0.4,28,76,0.368,20,23,0.87,3,36,44,11,2,19,24,82
Whitney Knight,SAS,G,3,11,3,0,11,0,5,0,0,4,0,0,1,0,0,0,,0,2,1,0,0,0,2,0
Noelle Quinn,SEA,G,20,278,20,0,278,15,52,0.288,1,12,0.083,14,40,0.35,5,5,1,1,35,32,9,2,19,16,36
Avery Warley-Talbert,SAS,C,2,11,2,0,11,0,1,0,0,0,,0,1,0,0,0,,1,2,1,0,1,0,0,0
Courtney Williams,CON,G,19,326,19,0,326,67,157,0.427,8,26,0.308,59,131,0.45,11,19,0.579,27,69,28,12,3,19,29,153
